federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
495013,RICHFIELD: HEALTH CENTER - SALEM,3719 KNOLLRIDGE ROAD,SALEM,VA,24153,8/18/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,F,"Deficient, Provider has date of correction",10/6/17,3,Y,N,N,"3719 KNOLLRIDGE ROAD,SALEM,VA,24153",7/1/22
495013,RICHFIELD: HEALTH CENTER - SALEM,3719 KNOLLRIDGE ROAD,SALEM,VA,24153,8/18/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",926,New,Ensure that personnel concerned with handling of medical gases and cylinders are trained on the risk.,F,"Deficient, Provider has date of correction",10/6/17,3,Y,N,N,"3719 KNOLLRIDGE ROAD,SALEM,VA,24153",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,E,"Deficient, Provider has date of correction",1/20/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",F,"Deficient, Provider has date of correction",1/20/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",F,"Deficient, Provider has date of correction",4/1/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",4/1/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,E,"Deficient, Provider has date of correction",4/1/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Services Deficiencies,511,New,Have properly installed electrical wiring and gas equipment.,F,"Deficient, Provider has date of correction",4/1/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Services Deficiencies,521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,F,"Deficient, Provider has date of correction",1/20/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Services Deficiencies,531,New,Have elevators that firefighters can control in the event of a fire.,D,"Deficient, Provider has date of correction",1/20/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,Miscellaneous Deficiencies,761,New,"To conduct inspection, testing and maintenance of fire doors by qualified individuals.",F,"Deficient, Provider has date of correction",4/1/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",916,New,Have a battery powered remote alarm panel in a location accessible by operating personnel.,E,"Deficient, Provider has date of correction",4/1/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,12/7/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,E,"Deficient, Provider has date of correction",1/20/22,1,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Egress Deficiencies,223,New,Provide exit doors that are held open by devices that will automatically close on the activation of a fire alarm or smoke detector.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Smoke Deficiencies,345,New,"Have approved installation, maintenance and testing program for fire alarm systems.",F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Smoke Deficiencies,363,New,Install corridor and hallway doors that block smoke.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Smoke Deficiencies,364,New,Install properly constructed windows in hallway walls or doors.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Miscellaneous Deficiencies,741,New,"Have posted ""No-smoking"" signs in areas where smoking is not permitted or ashtrays provided where smoking was allowed.",F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,Miscellaneous Deficiencies,753,New,Have restrictions on the use of highly flammable decorations.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,11/14/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",923,New,Have proper medical gas storage and administration areas.,F,"Deficient, Provider has date of correction",12/28/18,2,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,F,Waiver has been granted,4/18/18,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,311,New,Have an enclosure around a vertical opening shaft.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,341,New,Install a fire alarm system that can be heard throughout the facility.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,351,New,Install an approved automatic sprinkler system.,F,Waiver has been granted,4/18/18,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,355,New,"Properly select, install, inspect, or maintain portable fire extinguishes.",F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Smoke Deficiencies,374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,Miscellaneous Deficiencies,711,New,Provide a written emergency evacuation plan.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",920,New,Ensure proper usage of power strips and extension cords.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495015,ROMAN EAGLE REHABILITATION AND HEALTH CARE CENTER,2526 NORTH MAIN STREET,DANVILLE,VA,24540,8/15/17,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",921,New,Ensure that testing and maintenance of electrical equipment is performed.,F,"Deficient, Provider has date of correction",10/10/17,3,Y,N,N,"2526 NORTH MAIN STREET,DANVILLE,VA,24540",7/1/22
495019,WOODBINE REHABILITATION & HEALTHCARE CENTER,2729 KING ST,ALEXANDRIA,VA,22302,3/11/20,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",5/7/20,3,Y,N,N,"2729 KING ST,ALEXANDRIA,VA,22302",7/1/22
495019,WOODBINE REHABILITATION & HEALTHCARE CENTER,2729 KING ST,ALEXANDRIA,VA,22302,3/11/20,Fire Safety,K,Miscellaneous Deficiencies,712,New,Have simulated fire drills held at unexpected times.,D,"Deficient, Provider has date of correction",5/7/20,3,Y,N,N,"2729 KING ST,ALEXANDRIA,VA,22302",7/1/22
495019,WOODBINE REHABILITATION & HEALTHCARE CENTER,2729 KING ST,ALEXANDRIA,VA,22302,3/11/20,Fire Safety,K,Miscellaneous Deficiencies,753,New,Have restrictions on the use of highly flammable decorations.,D,"Deficient, Provider has date of correction",5/7/20,3,Y,N,N,"2729 KING ST,ALEXANDRIA,VA,22302",7/1/22
495019,WOODBINE REHABILITATION & HEALTHCARE CENTER,2729 KING ST,ALEXANDRIA,VA,22302,3/11/20,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",5/7/20,3,Y,N,N,"2729 KING ST,ALEXANDRIA,VA,22302",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,11/17/21,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",12/9/21,1,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,4/11/19,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",F,"Deficient, Provider has date of correction",5/21/19,2,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,3/22/18,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,F,"Deficient, Provider has date of correction",4/16/18,3,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,3/22/18,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,F,"Deficient, Provider has date of correction",4/16/18,3,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,3/22/18,Fire Safety,K,Smoke Deficiencies,372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",4/16/18,3,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,3/22/18,Fire Safety,K,Miscellaneous Deficiencies,711,New,Provide a written emergency evacuation plan.,F,"Deficient, Provider has date of correction",4/16/18,3,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,3/22/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",911,New,Meet requirements for the installation and maintenance of electrical systems.,D,"Deficient, Provider has date of correction",4/16/18,3,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495034,KENDAL  AT LEXINGTON,160 KENDAL DRIVE,LEXINGTON,VA,24450,3/22/18,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",918,New,Have generator or other power source capable of supplying service within 10 seconds.,F,"Deficient, Provider has date of correction",4/16/18,3,Y,N,N,"160 KENDAL DRIVE,LEXINGTON,VA,24450",7/1/22
495038,MANASSAS HEALTH AND REHAB CENTER,8575 RIXLEW LANE,MANASSAS,VA,20109,7/26/19,Fire Safety,K,Egress Deficiencies,300,New,Meet other general requirements that are deficient.,E,"Deficient, Provider has date of correction",8/13/19,3,Y,N,N,"8575 RIXLEW LANE,MANASSAS,VA,20109",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Construction Deficiencies,161,New,Use approved construction type or materials.,D,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Egress Deficiencies,211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",E,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Egress Deficiencies,222,New,Add doors in an exit area that do not require the use of a key from the exit side unless in case of special locking arrangements.,E,"Deficient, Provider has date of correction",7/31/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Egress Deficiencies,293,New,"Have properly located and lighted ""Exit"" signs.",D,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Smoke Deficiencies,311,New,Have an enclosure around a vertical opening shaft.,E,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Smoke Deficiencies,321,New,Ensure that special areas are constructed so that walls can resist fire for one hour or have an approved fire extinguishing system.,E,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Smoke Deficiencies,324,New,Provide properly protected cooking facilities.,D,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Smoke Deficiencies,353,New,"Inspect, test, and maintain automatic sprinkler systems.",E,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,5/7/19,Fire Safety,K,Smoke Deficiencies,361,New,"Ensure that waiting areas, nurse’s stations, gift shops, and cooking facilities, open to the corridor are properly protected.",D,"Deficient, Provider has date of correction",7/18/19,1,Y,N,N,"2125 HILLIARD ROAD,RICHMOND,VA,23228",7/1/22
