FPN,AVE_DailyResidents,AVE_DailyNursingStaff,lat,long,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,total_number_of_nurse_staff_hours_per_resident_per_day_on_t_5932,registered_nurse_hours_per_resident_per_day_on_the_weekend,reported_physical_therapist_staffing_hours_per_resident_per_day,total_nursing_staff_turnover,total_nursing_staff_turnover_footnote,registered_nurse_turnover,registered_nurse_turnover_footnote,number_of_administrators_who_have_left_the_nursing_home,administrator_turnover_footnote,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date
495242,55,21,37.0419622,-78.9325147,HERITAGE HALL - BROOKNEAL,633 COOK AVENUE,BROOKNEAL,VA,24528,4343763717,150,Campbell,For profit - Corporation,60,Medicare and Medicaid,N,BROOKNEAL LIFE CARE CORP,05/29/91,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,2.02214,0.76947,0.39167,1.16114,3.18328,2.51163,0.20115,0.10007,37.8,NA,66.7,NA,1,NA,1.9898,0.76418,0.37561,3.12959,2.07609,0.73946,0.39246,3.20773,12/16/21,7,7,0,28,1,0,28,01/24/19,6,6,0,36,1,0,36,10/19/17,5,5,0,20,1,0,20,29.333,0,0,0,0,0,0,0,"633 COOK AVENUE,BROOKNEAL,VA,24528",05/01/22
495243,159,57,38.1577289,-79.0603567,"ENVOY OF STAUNTON, LLC",512 HOUSTON STREET,STAUNTON,VA,24401,5408862335,891,Staunton City,For profit - Corporation,170,Medicare and Medicaid,N,"ENVOY OF STAUNTON, LLC",06/06/91,N,NA,N,Y,N,Resident,Yes,1,NA,1,NA,1,NA,3,NA,1,NA,1,12,1,12,NA,NA,1.66584,1.06487,0.22258,1.28744,2.95328,2.71826,0.05431,0.01922,65.6,NA,78.6,NA,1,NA,1.91959,0.71993,0.35446,2.99398,1.77284,1.08625,0.23633,3.11077,02/11/20,16,15,2,100,2,50,150,10/25/18,13,12,0,64,1,0,64,07/20/17,27,7,20,255,1,0,255,138.833,0,10,1,3,119977,0,3,"512 HOUSTON STREET,STAUNTON,VA,24401",05/01/22
495244,76,34,38.3782434,-78.2570842,AUTUMN CARE OF MADISON,NUMBER ONE AUTUMN COURT,MADISON,VA,22727,5409483054,560,Madison,For profit - Corporation,84,Medicare and Medicaid,N,AUTUMN CORPORATION,07/01/91,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,5,NA,5,NA,5,NA,1,12,1,12,NA,NA,1.70369,1.16081,0.23456,1.39537,3.09906,2.5856,0.19482,0.07076,50.8,NA,75,NA,3,NA,1.91125,0.79104,0.47069,3.17298,1.82103,1.07767,0.18755,3.08016,09/16/21,6,6,0,28,1,0,28,02/13/20,10,10,1,44,1,0,44,11/08/18,26,18,8,160,1,0,160,55.333,0,5,0,0,0,0,0,"NUMBER ONE AUTUMN COURT,MADISON,VA,22727",05/01/22
495246,100,37,38.3014764,-77.4512388,WOODMONT CENTER,11 DAIRY LANE,FREDERICKSBURG,VA,22405,5403719414,890,Stafford,For profit - Corporation,118,Medicare and Medicaid,N,11 DAIRY LANE OPERATIONS LLC,07/05/91,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,3,NA,4,NA,2,NA,2,NA,2,NA,NA,NA,1.7846,1.28335,0.43176,1.71511,3.49971,3.0415,0.2467,0.11246,77.1,NA,75,NA,3,NA,2.04553,0.79838,0.39319,3.2371,1.78229,1.18048,0.41328,3.40947,08/18/21,15,15,3,80,1,0,80,02/07/19,23,23,0,140,1,0,140,12/08/17,38,36,2,295,4,251,546,177.667,0,2,0,1,8957,0,1,"11 DAIRY LANE,FREDERICKSBURG,VA,22405",05/01/22
495247,131,61,36.739006,-76.5865973,NANS POINTE REHABILITATION AND NURSING,200 WEST CONSTANCE ROAD,SUFFOLK,VA,23434,7575398744,892,Suffolk City,For profit - Corporation,148,Medicare and Medicaid,N,ACCORDIUS HEALTH AT NANSEMOND POINTE LLC,06/28/91,N,NA,N,Y,N,Resident,Yes,2,NA,3,NA,3,NA,3,NA,4,NA,1,12,1,12,NA,NA,1.39776,0.79324,0.27302,1.06626,2.46403,1.98631,0.06968,0.04417,NA,6,NA,6,NA,6,2.04645,0.76879,0.41451,3.22976,1.39533,0.75774,0.2479,2.40595,05/16/19,11,11,4,52,1,0,52,08/10/17,12,7,1,64,1,0,64,07/29/16,13,12,1,60,1,0,60,57.333,0,8,4,2,1625,0,2,"200 WEST CONSTANCE ROAD,SUFFOLK,VA,23434",05/01/22
495248,112,55,38.7858817,-77.2807872,BURKE HEALTH & REHABILITATION CENTER,9640 BURKE LAKE ROAD,BURKE,VA,22015,7034259765,290,Fairfax,For profit - Partnership,120,Medicare and Medicaid,N,BURKE SNF LLC,08/05/91,N,NA,N,N,Y,None,Yes,4,NA,3,NA,3,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,2.13742,0.87301,0.90152,1.77452,3.91194,3.16001,0.49758,0.29271,37.7,NA,42.9,NA,1,NA,2.11013,0.78011,0.40536,3.2956,2.06931,0.82183,0.83702,3.74343,03/19/21,14,8,3,80,1,0,80,06/14/18,6,5,1,24,1,0,24,03/23/17,3,1,2,12,1,0,12,50,0,14,5,2,23078.83,0,2,"9640 BURKE LAKE ROAD,BURKE,VA,22015",05/01/22
495249,111,44,37.2797323,-78.3858669,FARMVILLE HEALTH & REHAB CENTER,1575 SCOTT DRIVE  ROUTE 5,FARMVILLE,VA,23901,4343928806,730,Prince Edward,For profit - Limited Liability company,120,Medicare and Medicaid,N,"FARMVILLE HEALTH & REHAB CENTER, LLC",08/01/91,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,4,NA,5,NA,2,NA,2,NA,NA,NA,1.61415,0.90094,0.31466,1.2156,2.82974,2.28977,0.09205,0.04636,49.3,NA,54.5,NA,1,NA,1.85519,0.7133,0.3474,2.91589,1.77746,0.92757,0.34089,3.06046,01/06/22,12,12,2,84,1,0,84,02/21/19,15,15,0,60,1,0,60,02/23/18,22,22,0,116,1,0,116,81.333,0,1,0,0,0,0,0,"1575 SCOTT DRIVE  ROUTE 5,FARMVILLE,VA,23901",05/01/22
495250,97,34,36.6799917,-80.9112251,GALAX HEALTH AND REHAB,836 GLENDALE RD,GALAX,VA,24333,2762369991,343,Galax City,For profit - Corporation,120,Medicare and Medicaid,N,GL VIRGINIA BLUE RIDGE LLC,08/01/91,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,4,NA,2,NA,5,NA,2,NA,2,NA,NA,NA,1.43587,1.31327,0.46385,1.77711,3.21299,3.025,0.21398,0.00416,72,NA,71.4,NA,0,NA,1.84205,0.73751,0.41037,2.98993,1.59243,1.30769,0.4254,3.3889,12/16/21,3,3,0,12,1,0,12,09/13/18,6,6,0,24,1,0,24,06/08/17,16,16,0,72,1,0,72,26,0,0,0,0,0,0,0,"836 GLENDALE RD,GALAX,VA,24333",05/01/22
495252,110,49,37.1888637,-77.3760018,BATTLEFIELD PARK HEALTHCARE CENTER,250 FLANK ROAD,PETERSBURG,VA,23805,8048612223,701,Petersburg City,For profit - Corporation,120,Medicare and Medicaid,N,FLANK LEASING CO LLC,08/27/91,N,NA,N,N,N,Both,Yes,1,NA,1,NA,3,NA,3,NA,4,NA,1,NA,1,NA,NA,NA,1.77643,1.01033,0.29411,1.30444,3.08087,2.61747,0.14723,0.04195,72,NA,86.7,NA,8,NA,2.13964,0.83436,0.43794,3.41193,1.69611,0.88927,0.25275,2.84764,08/17/21,10,10,0,52,1,0,52,09/17/19,37,35,9,244,2,122,366,03/29/18,36,31,5,331,2,166,497,230.833,0,7,2,8,284105.25,0,8,"250 FLANK ROAD,PETERSBURG,VA,23805",05/01/22
495253,112,47,36.8681786,-76.2249651,AUTUMN CARE OF NORFOLK,1401 HALSTEAD AVENUE         REVISED,NORFOLK,VA,23502,7578570481,641,Norfolk City,For profit - Corporation,120,Medicare and Medicaid,N,AUTUMN CORPORATION,08/23/91,N,NA,N,Y,N,Resident,Yes,1,NA,2,NA,2,NA,2,NA,3,NA,1,12,1,12,NA,NA,1.88247,1.11199,0.23444,1.34643,3.22889,2.56609,0.09729,0.05045,79.4,NA,78.6,NA,2,NA,2.02489,0.72609,0.37956,3.13054,1.89921,1.12469,0.23246,3.25272,09/20/19,17,17,0,76,1,0,76,02/14/18,16,15,0,88,1,0,88,10/14/16,8,8,0,32,1,0,32,72.667,0,0,1,1,7345,0,1,"1401 HALSTEAD AVENUE         REVISED,NORFOLK,VA,23502",05/01/22
495254,25,16,38.061374,-78.5144366,COLONNADES HEALTH CARE CENTER,100 COLONNADES HILL DRIVE,CHARLOTTESVILLE,VA,22901,8049634198,10,Albemarle,For profit - Corporation,34,Medicare and Medicaid,N,WELLTOWER CCRC OPCO LLC,09/05/91,N,NA,N,N,N,None,Yes,5,NA,5,NA,5,NA,NA,2,5,NA,5,NA,5,NA,NA,NA,2.35399,1.1684,1.32466,2.49306,4.84705,3.87363,0.77241,0.28965,45.9,NA,33.3,NA,0,NA,1.98851,0.75317,0.34868,3.09035,2.41837,1.13926,1.42984,4.94631,08/25/21,1,1,0,4,1,0,4,02/06/20,8,7,0,36,1,0,36,02/21/19,0,0,0,0,0,0,0,14,0,0,1,1,3250,0,1,"100 COLONNADES HILL DRIVE,CHARLOTTESVILLE,VA,22901",05/01/22
495255,115,41,38.6626516,-78.4731076,SKYVIEW SPRINGS REHAB AND NURSING CENTER,30 MONTVUE DRIVE,LURAY,VA,22835,5407434571,690,Page,For profit - Corporation,120,Medicare and Medicaid,N,SKYVIEW SPRINGS SNF OPERATIONS LLC,09/16/91,N,NA,N,N,Y,Resident,Yes,1,NA,1,NA,3,NA,2,NA,4,NA,1,12,1,12,NA,NA,1.36068,0.75412,0.28591,1.04003,2.40071,1.89837,0.11716,0,NA,6,NA,6,1,NA,1.9062,0.79643,0.41362,3.11625,1.45825,0.69537,0.26016,2.42951,02/08/22,28,19,9,132,1,0,132,11/18/19,23,16,4,236,2,118,354,09/27/18,18,18,0,124,1,0,124,204.667,0,9,10,5,119395.78,0,5,"30 MONTVUE DRIVE,LURAY,VA,22835",05/01/22
495256,108,49,36.741053,-76.2003348,AUTUMN CARE OF CHESAPEAKE,715 ARGYLL ST,CHESAPEAKE,VA,23320,7575474528,194,Chesapeake City,For profit - Corporation,117,Medicare and Medicaid,N,AUTUMN CORPORATION,05/24/91,N,NA,N,Y,N,Resident,Yes,2,NA,3,NA,3,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,2.02406,1.18562,0.31608,1.5017,3.52576,3.05878,0.15104,0.06228,30.8,NA,37.5,NA,0,NA,2.11497,0.82256,0.43869,3.37623,1.95508,1.05852,0.27117,3.29331,01/09/20,6,6,0,32,1,0,32,10/18/18,24,24,0,104,1,0,104,04/13/17,13,11,2,96,1,0,96,66.667,0,2,0,1,23738,0,1,"715 ARGYLL ST,CHESAPEAKE,VA,23320",05/01/22
495257,110,48,37.5216408,-77.6155652,THE LAURELS OF WILLOW CREEK,11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113,8043794771,200,Chesterfield,For profit - Corporation,120,Medicare and Medicaid,N,"OAK HEALTH CARE INVESTORS OF RICHMOND VIRGINIA, INC.",09/24/91,Y,NA,N,Y,N,Resident,Yes,2,NA,2,NA,3,NA,3,NA,4,NA,2,NA,2,NA,NA,NA,1.58863,0.90016,0.35748,1.25764,2.84628,2.38969,0.19904,0.13042,46.8,NA,36.4,NA,3,NA,1.98283,0.79607,0.39981,3.17871,1.63676,0.83041,0.33651,2.82383,03/14/19,19,19,0,88,1,0,88,03/23/18,19,17,1,112,1,0,112,02/02/17,15,5,10,72,1,0,72,93.333,0,12,1,0,0,0,0,"11611 ROBIOUS ROAD,MIDLOTHIAN,VA,23113",05/01/22
495258,108,39,36.7659807,-76.5983508,AUTUMN CARE OF SUFFOLK,2580 PRUDEN BOULEVARD,SUFFOLK,VA,23434,7579342363,892,Suffolk City,For profit - Corporation,110,Medicare and Medicaid,N,AUTUMN CORPORATION,10/15/91,N,NA,Y,N,N,Resident,Yes,1,NA,1,NA,4,NA,3,NA,5,NA,1,12,1,12,NA,NA,1.80412,0.91612,0.23681,1.15293,2.95705,2.57887,0.08814,0.04793,60.5,NA,85.7,NA,1,NA,2.16953,0.74936,0.38272,3.30162,1.6988,0.89781,0.23288,2.82451,06/21/21,24,24,0,132,1,0,132,07/26/19,19,15,12,128,2,64,192,01/26/18,17,16,1,108,2,54,162,157,0,7,2,3,98090,1,4,"2580 PRUDEN BOULEVARD,SUFFOLK,VA,23434",05/01/22
495259,112,49,37.2990439,-82.0579305,HERITAGE HALL GRUNDY,2966 SLATE CREEK ROAD,GRUNDY,VA,24614,2769358144,130,Buchanan,For profit - Corporation,120,Medicare and Medicaid,N,GRUNDY LIFE CARE CORP,12/11/91,N,NA,N,N,N,Resident,Yes,4,NA,4,NA,2,NA,3,NA,1,NA,2,NA,2,NA,NA,NA,1.98126,0.9006,0.31825,1.21885,3.20011,2.59381,0.09617,0.05807,46.6,NA,40,NA,0,NA,2.28696,0.81962,0.36494,3.47152,1.76982,0.80694,0.32821,2.90708,03/18/21,6,6,0,28,1,0,28,03/21/19,17,15,2,80,1,0,80,11/02/17,2,2,0,8,1,0,8,42,0,2,0,0,0,0,0,"2966 SLATE CREEK ROAD,GRUNDY,VA,24614",05/01/22
495260,107,45,37.5055578,-77.5257031,BEAUFONT HEALTH AND REHABILITATION CENTER,200 HIOAKS ROAD,RICHMOND,VA,23225,8042722918,791,Richmond City,For profit - Corporation,120,Medicare and Medicaid,N,BEAUFONT CARE CENTER LLC,01/13/92,N,NA,N,Y,Y,Resident,Yes,2,NA,2,NA,4,NA,3,NA,5,NA,NA,2,NA,2,NA,NA,1.43683,0.82565,0.41122,1.23687,2.6737,1.88553,0.09654,0.15014,68.3,NA,70,NA,0,NA,2.08517,0.81962,0.4371,3.34189,1.4077,0.73979,0.35408,2.52309,02/14/19,19,17,2,104,1,0,104,10/05/17,16,10,6,60,1,0,60,11/02/16,17,12,5,155,1,0,155,97.833,0,8,1,1,7962.5,0,1,"200 HIOAKS ROAD,RICHMOND,VA,23225",05/01/22
495261,143,63,39.1208912,-77.5713452,HERITAGE HALL LEESBURG,122 MORVEN PARK ROAD NW,LEESBURG,VA,20176,7037778700,530,Loudoun,For profit - Limited Liability company,164,Medicare and Medicaid,N,"LEESBURG LIFE CARE, LLC",03/01/92,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,4,NA,5,NA,2,NA,3,NA,NA,NA,1.61926,0.88297,0.62356,1.50653,3.12579,2.73316,0.36718,0.05098,30.5,NA,25,NA,2,NA,2.32167,0.73542,0.37199,3.42909,1.42482,0.88172,0.63088,2.8747,05/05/21,2,2,0,8,1,0,8,05/09/19,12,9,2,72,1,0,72,04/19/18,7,7,0,32,1,0,32,33.333,0,3,1,1,3250,0,1,"122 MORVEN PARK ROAD NW,LEESBURG,VA,20176",05/01/22
495262,56,24,38.1025695,-78.9702732,SHENANDOAH NURSING HOME,339 WESTMINISTER DRIVE,FISHERSVILLE,VA,22939,5409498665,70,Augusta,For profit - Corporation,60,Medicare and Medicaid,N,AUTUMN CORPORATION,08/27/91,N,NA,N,N,N,Resident,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,2,NA,3,NA,NA,NA,1.70225,0.86877,0.46817,1.33694,3.03918,2.73951,0.2347,0.21388,47.8,NA,16.7,NA,0,NA,2.04404,0.71954,0.34208,3.10567,1.70129,0.88669,0.51508,3.08613,03/10/22,2,2,0,8,1,0,8,04/10/19,5,5,0,28,1,0,28,03/29/18,7,6,1,44,1,0,44,20.667,0,1,0,0,0,0,0,"339 WESTMINISTER DRIVE,FISHERSVILLE,VA,22939",05/01/22
495264,55,21,37.1295515,-76.4034492,BAYSIDE OF POQUOSON HEALTH AND REHAB,1 VANTAGE DRIVE,POQUOSON,VA,23662,7578689960,712,Poquoson,For profit - Corporation,60,Medicare and Medicaid,N,GL VIRGINIA POQUOSON LLC,06/01/92,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,2,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,1.98953,0.98957,0.30902,1.2986,3.28813,2.90418,0.23682,0.02428,84.4,NA,100,NA,NA,6,2.14738,0.78515,0.39663,3.32916,1.89272,0.92559,0.29323,3.11477,05/11/21,36,36,0,216,1,0,216,08/16/19,15,12,3,72,1,0,72,09/21/18,23,23,0,124,2,62,186,163,0,9,3,1,69156.75,0,1,"1 VANTAGE DRIVE,POQUOSON,VA,23662",05/01/22
495266,107,48,37.6226811,-77.3426272,HANOVER HEALTH AND REHABILITATION CENTER,8139 LEE DAVIS ROAD,MECHANICSVILLE,VA,23111,8045595030,420,Hanover,For profit - Corporation,120,Medicare and Medicaid,N,HANOVER CARE CENTER LLC,07/13/92,N,SFF Candidate,Y,Y,Y,None,Yes,1,NA,1,NA,4,NA,4,NA,4,NA,2,NA,2,NA,NA,NA,1.6807,0.93882,0.38961,1.32843,3.00913,2.52489,0.09186,0.26199,78.6,NA,85,NA,1,NA,2.01186,0.76626,0.36305,3.14117,1.70663,0.89976,0.40389,3.02107,08/07/19,26,23,10,416,2,208,624,03/05/18,18,9,8,104,1,0,104,02/23/17,12,11,1,56,1,0,56,356,0,32,2,3,205829,0,3,"8139 LEE DAVIS ROAD,MECHANICSVILLE,VA,23111",05/01/22
495267,117,37,38.7324234,-77.798753,BROOKSIDE REHAB & NURSING CENTER,614 HASTINGS LANE,WARRENTON,VA,20186,5403474770,300,Fauquier,For profit - Corporation,130,Medicare and Medicaid,N,WARRENTON OPERATIONS LLC,09/01/92,N,NA,N,N,N,Resident,Yes,1,NA,1,NA,4,NA,3,NA,4,NA,1,NA,1,NA,NA,NA,0.9036,0.45559,0.23925,0.69484,1.59844,1.24921,0.12241,0.03767,NA,6,NA,6,1,NA,1.89512,0.79176,0.42037,3.10725,0.97406,0.42258,0.21421,1.6223,02/17/22,22,22,4,132,1,0,132,10/10/19,21,20,1,88,1,0,88,09/13/18,19,17,2,116,1,0,116,114.667,0,4,1,4,6185.28,0,4,"614 HASTINGS LANE,WARRENTON,VA,20186",05/01/22
495268,59,20,38.2649067,-76.9824427,WESTMORELAND REHABILITATION & HEALTHCARE CENTER,2400 MCKINNEY BOULEVARD,COLONIAL BEACH,VA,22443,8042242222,960,Westmoreland,For profit - Individual,66,Medicare and Medicaid,N,WESTMORELAND OPERATOR LLC,09/09/92,N,NA,N,N,N,Resident,Yes,3,NA,2,NA,5,NA,5,NA,5,NA,2,NA,2,NA,NA,NA,1.63129,0.72404,0.45844,1.18248,2.81377,2.42907,0.19996,0.04188,69.6,NA,78.6,NA,0,NA,2.02502,0.80265,0.41342,3.2411,1.64569,0.66246,0.41735,2.73784,02/17/22,18,18,4,80,1,0,80,02/07/19,26,19,6,124,1,0,124,10/19/17,27,11,16,124,1,0,124,102,0,16,1,0,0,0,0,"2400 MCKINNEY BOULEVARD,COLONIAL BEACH,VA,22443",05/01/22
495269,26,18,38.8812752,-77.1130095,THE JEFFERSON,900 NORTH TAYLOR STREET,ARLINGTON,VA,22203,7035169455,60,Arlington,For profit - Corporation,31,Medicare and Medicaid,N,WELLTOWER OPCO GROUP LLC,10/21/92,N,NA,N,N,N,None,Yes,5,NA,4,NA,5,NA,NA,2,5,NA,4,NA,4,NA,NA,NA,2.30679,1.19943,1.32716,2.52659,4.83339,3.93849,0.71353,0.31706,50,NA,63.6,NA,0,NA,2.21412,0.82509,0.47763,3.51684,2.1284,1.06758,1.04577,4.33422,08/12/21,5,5,0,36,1,0,36,03/06/19,4,3,0,20,1,0,20,02/02/18,12,12,0,68,1,0,68,36,0,0,1,1,3250,0,1,"900 NORTH TAYLOR STREET,ARLINGTON,VA,22203",05/01/22
495270,96,41,36.8358139,-76.1029101,"ROSEMONT HEALTH & REHAB CENTER, LLC",3750 SENTARA WAY,VIRGINIA BEACH,VA,23452,7573062700,921,Virginia Beach City,Non profit - Corporation,116,Medicare and Medicaid,N,"ROSEMONT HEALTH & REHAB CENTER, LLC",11/28/92,N,NA,N,Y,N,Resident,Yes,4,NA,4,NA,3,NA,5,NA,1,NA,2,NA,2,NA,NA,NA,1.67322,1.0976,0.32861,1.42621,3.09944,2.63592,0.19452,0.06054,74.3,NA,88.9,NA,2,NA,2.00779,0.68857,0.33562,3.03199,1.70248,1.17063,0.3685,3.22379,10/18/19,7,7,0,24,1,0,24,05/25/18,8,7,0,32,1,0,32,01/19/17,8,8,0,68,1,0,68,34,0,2,1,1,7345,0,1,"3750 SENTARA WAY,VIRGINIA BEACH,VA,23452",05/01/22
495272,166,65,37.6155522,-77.6368774,CANTERBURY REHABILITATION & HEALTH CARE CENTER,1776 CAMBRIDGE DRIVE,RICHMOND,VA,23238,8047406174,370,Goochland,For profit - Limited Liability company,190,Medicare and Medicaid,N,CANTERBURY OPERATOR LLC,01/01/93,N,NA,N,N,N,Resident,Yes,2,NA,1,NA,5,NA,3,NA,5,NA,2,NA,2,NA,NA,NA,1.32546,0.87556,0.39524,1.2708,2.59625,2.03317,0.08202,0.07596,73.2,NA,88,NA,2,NA,2.03026,0.75797,0.41432,3.20255,1.3337,0.84831,0.35903,2.5566,01/13/22,25,22,5,136,1,0,136,10/03/19,32,23,9,164,1,0,164,08/02/18,27,26,0,128,1,0,128,144,0,7,4,3,25400,0,3,"1776 CAMBRIDGE DRIVE,RICHMOND,VA,23238",05/01/22
495273,212,86,36.8814356,-76.2835951,CONSULATE HEALTH CARE OF NORFOLK,3900 LLEWELLYN AVE,NORFOLK,VA,23504,7576255363,641,Norfolk City,For profit - Limited Liability company,222,Medicare and Medicaid,N,"NORFOLK FACILITY OPERATIONS, LLC",04/01/93,N,NA,Y,N,N,Resident,Yes,2,NA,1,NA,5,NA,5,NA,4,NA,2,NA,2,NA,NA,NA,1.3896,0.67211,0.29243,0.96454,2.35414,1.97701,0.14107,0.01717,44.7,NA,58.8,NA,2,NA,1.72273,0.67187,0.3211,2.71571,1.64785,0.73464,0.34275,2.73376,11/11/21,21,21,1,152,1,0,152,02/19/19,19,17,0,120,2,60,180,06/08/17,10,7,3,56,1,0,56,145.333,0,5,2,2,44495.75,0,2,"3900 LLEWELLYN AVE,NORFOLK,VA,23504",05/01/22
495274,172,92,37.277894,-80.0118562,VIRGINIA VETERANS CARE CENTER,4550 SHENANDOAH AVE N W,ROANOKE,VA,24017,5409822860,801,Roanoke City,Government - State,180,Medicare and Medicaid,N,VIRGINIA VETERANS CARE CENTER,11/17/92,N,NA,N,Y,N,Resident,Yes,4,NA,4,NA,2,NA,2,NA,3,NA,4,NA,4,NA,NA,NA,2.96696,1.08004,0.77003,1.85006,4.81702,3.79959,0.2819,0.03035,44,NA,47.8,NA,1,NA,1.98631,0.64684,0.29694,2.93009,3.05148,1.22622,0.97597,5.18453,05/23/19,6,6,0,24,1,0,24,03/22/18,11,9,0,52,1,0,52,01/26/17,8,7,1,40,1,0,40,36,0,2,2,2,3900,0,2,"4550 SHENANDOAH AVE N W,ROANOKE,VA,24017",05/01/22
495275,91,54,39.1202722,-77.5680489,LOUDOUN NURSING AND REHAB CNTR,"235 OLD WATERFORD ROAD, NORTHWEST",LEESBURG,VA,20176,7037712841,530,Loudoun,Non profit - Corporation,100,Medicare and Medicaid,Y,LOUDOUN NURSING AND REHABILIATION CENTER,04/01/93,N,NA,N,Y,N,Both,Yes,5,NA,4,NA,5,NA,5,NA,5,NA,2,NA,3,NA,NA,NA,0.95355,0.7817,0.6561,1.4378,2.39134,2.20351,0.45615,0.23904,69.5,NA,76.7,NA,8,NA,2.1285,0.75982,0.39507,3.28339,0.9152,0.75553,0.62503,2.29684,03/21/19,8,8,0,40,1,0,40,02/01/18,9,9,0,40,1,0,40,11/16/16,8,7,1,32,1,0,32,38.667,0,2,0,3,2925,0,3,"235 OLD WATERFORD ROAD, NORTHWEST,LEESBURG,VA,20176",05/01/22
495276,145,54,37.4220664,-76.5434945,WALTER REED NURSING & REHABILITATION CENTER,7602 MEREDITH DRIVE,GLOUCESTER,VA,23061,8046936503,360,Gloucester,For profit - Corporation,181,Medicare and Medicaid,N,"VIRGINIA HEALTH SERVICES, INC",05/01/93,N,NA,N,N,N,Resident,Yes,3,NA,3,NA,4,NA,4,NA,3,NA,3,NA,3,NA,NA,NA,1.84908,0.88166,0.48263,1.36429,3.21338,2.8937,0.25726,0.01679,43.8,NA,25,NA,1,NA,2.168,0.7088,0.31168,3.18848,1.74238,0.91349,0.58278,3.17826,05/21/21,4,4,0,28,1,0,28,08/23/18,12,12,0,100,1,0,100,06/15/17,8,7,1,32,1,0,32,52.667,0,1,0,0,0,0,0,"7602 MEREDITH DRIVE,GLOUCESTER,VA,23061",05/01/22
