X,Y,OBJECTID,NAME,ADDRESS,CITY,STATE,ZIPCODE
-8769214.29,4375818.247,34738,Virgilina Volunteer Fire Department,8052 Florence Avenue,Virgilina,VA,24598
-8470990.147,4415472.487,29700,Virginia Beach Fire Department Station 16 Plaza,3608 South Plaza Trail,Virginia Beach,VA,23452
-8463311.604,4413332.162,29720,Oceana Naval Air Station Fire Department,770 Hornet Drive,Virginia Beach,VA,23460
-8454230.885,4403691.174,29917,Virginia Beach Fire Department Station 17 Sandbridge,305 Sandbridge Road,Virginia Beach,VA,23456
-8471882.154,4410559.667,29984,Virginia Beach Fire Department Station 18 Green Run,1601 South Lynnhaven Parkway,Virginia Beach,VA,23453
-8476879.032,4409348.799,30044,Virginia Beach Fire Department Station 19 Stumpy Lake,4196 Pleasant Valley Road,Virginia Beach,VA,23464
-8462893.748,4406237.362,30152,Virginia Beach Fire Department Station 21 General Booth,1468 Nimmo Parkway,Virginia Beach,VA,23456
-8469551.413,4381400.878,33430,Virginia Beach Fire Department Station 13 Blackwater,6009 Blackwater Road,Virginia Beach,VA,23457
-8458659.986,4417373.751,33600,Virginia Beach Fire Department Station 11 Beach Borough,800 Virginia Beach Boulevard,Virginia Beach,VA,23451
-8463265.742,4383981.958,33601,Virginia Beach Fire Department Station 6 Creeds,595 Princess Anne Road,Virginia Beach,VA,23457
-8464010.578,4420329.253,33602,Virginia Beach Fire Department Station 8 Oceana,1201 Bayne Drive,Virginia Beach,VA,23454
-8476146.23,4416922.723,33857,Virginia Beach Fire Department Station 7 Town Center,4817 Columbus Street,Virginia Beach,VA,23462
-8478011.294,4415073.709,33858,Virginia Beach Fire Department Station 9 Kempsville,5145 Ruritan Court,Virginia Beach,VA,23462
-8481244.58,4413283.363,34019,Virginia Beach Fire Department Station 10 Woodstock,5656 Providence Road,Virginia Beach,VA,23464
-8474501.135,4425803.534,34020,Virginia Beach Fire Department Station 4 Chesapeake Beach,2211 Greenwell Road,Virginia Beach,VA,23455
-8469876.695,4420160.467,34037,Virginia Beach Fire Department Station 20 Littleneck,885 Little Neck Road,Virginia Beach,VA,23452
-8466751.27,4413595.259,34239,Virginia Beach Fire Department Station 3 London Bridge,600 Central Drive,Virginia Beach,VA,23454
-8468049.85,4426744.071,34335,Virginia Beach Fire Department Station 1 First Landing,2837 Shore Drive,Virginia Beach,VA,23451
-8466652.751,4404780.808,34632,Virginia Beach Fire Department Station 5 Princess Anne,2461 Princess Anne Road,Virginia Beach,VA,23456
-8459494.848,4412757.721,35580,Virginia Beach Fire Department Station 12 Seatack,949 South Birdneck Road,Virginia Beach,VA,23451
-8475687.608,4421612.757,35581,Virginia Beach Fire Department Station 2 Davis Corner,4672 Haygood Road,Virginia Beach,VA,23455
-8456244.576,4407458.731,37229,Navy Region Mid - Atlantic Fire and EMS Fire District 3,489 Polaris Street,Virginia Beach,VA,23461
-8478249.395,4427368.832,45040,Navy Region Mid - Atlantic Fire and Emergency Services Station 5,3848 Gator Blvd,Virginia Beach,VA,23455
-8425733.9,4523631.538,29609,Wachapreague Volunteer Fire Company,1 High Street,Wachapreague,VA,23480
-8570377.737,4435268.543,30036,Wakefield Volunteer Fire Department,155 Fleetwood Avenue,Wakefield,VA,23888
-8574122.24,4540995.452,29708,Walkerton Community Fire Association,2874 Walkerton Road,Walkerton,VA,23177
-8400839.44,4570892.777,29857,NASA Wallops Flight Facility Fire Department,6 Bliss Street,Wallops Island,VA,23337
-8892948.138,4593201.764,30760,Mountain Grove Volunteer Fire Department,State Highway 39,Warm Springs,VA,24484
-8872331.951,4611816.635,32914,Bolar Volunteer Fire Department,21271 US Highway 220,Warm Springs,VA,24484
-8661607.552,4680970.708,29942,Warrenton Volunteer Fire Department and Emergency Medical Services Station 1,210 Hospital Drive,Warrenton,VA,20186
-8649308.453,4687562.933,30084,New Baltimore Volunteer Fire and Rescue Company 10,6550 Riley Road,Warrenton,VA,20187
-8661078.185,4680516.625,44820,Warrenton Volunteer Fire Company,167 West Shirley Avenue,Warrenton,VA,20186
-8544171.866,4573579.922,29569,Richmond County Volunteer Fire Department Station 1,127 Pine Street,Warsaw,VA,22572
-8555116.243,4585267.103,29863,Richmond County Volunteer Fire Department Station 3,587 County Bridge Road,Warsaw,VA,22572
-8700058.517,4680744.166,31684,Washington Volunteer Fire and Rescue,10 Firehouse Lane,Washington,VA,22747
-8529184.526,4539801.232,29702,Upper Middlesex Volunteer Fire Department,4583 Water View Road,Water View,VA,23180
-8582049.824,4443910.592,29697,Waverly Volunteer Fire Department,119 Bank Street,Waverly,VA,23890
-8781680.354,4589221.383,30733,Waynesboro Fire Department,300 West Broad Street,Waynesboro,VA,22980
-8778739.583,4593445.131,31580,Dooms Fire Department Company 9,27 Sandy Ridge Road,Waynesboro,VA,22980
-9191015.547,4386327.091,30864,Weber City Volunteer Fire Department Station 1,149 Roland Street South,Weber City,VA,24290
-8510143.484,4533023.962,30157,White Stone Volunteer Fire Department Weems Station,19 Johns Neck Road,Weems,VA,22576
-8548880.522,4513549.859,30043,West Point Volunteer Fire Department and Rescue Squad,421 7th Street,West Point,VA,23181
-8784073.342,4620075.691,30843,Weyers Cave Volunteer Fire Department Company 5,1235 Keezletown Road,Weyers Cave,VA,24486
-8503411.671,4529616.464,29734,White Stone Volunteer Fire Department,578 Chesapeake Drive,White Stone,VA,22578
-9084741.536,4385736.062,30832,Mount Rogers Volunteer Fire Department and Rescue Squad,51 Firehouse Road,Whitetop,VA,24292
-9113591.076,4473139.154,30784,Whitewood Volunteer Fire Department,1186 Wimmer Gap Road,Whitewood,VA,24657
-8534276.869,4484413.844,29760,Camp Peary Fire Department,State Highway 143,Williamsburg,VA,23188
-8543557.148,4482371.451,29837,James City County Fire Department / Ambulance Station 4,5312 Olde Towne Road,Williamsburg,VA,23188
-8530353.354,4471725.537,29920,James City County Fire Department / Ambulance Station 2,8429 Pocahontas Trail,Williamsburg,VA,23185
-8540915.932,4488645.935,29946,York County Department of Fire and Life Safety Station 5 Skimino,2000 Newman Road,Williamsburg,VA,23188
-8543148.944,4474956.352,29966,James City County Fire Department / Ambulance Station 3,5077 John Tyler Highway,Williamsburg,VA,23185
-8535156.74,4476480.277,30160,York County Department of Fire and Life Safety Station 3 Bruton,114 Hubbard Lane,Williamsburg,VA,23185
-8550408.009,4475469.247,40557,James City County Fire Department / Ambulance Station 5,3201 Monticello Avenue,Williamsburg,VA,23188
-8539167.19,4477621.19,47725,Williamsburg Fire Department,440 North Boundary Street,Williamsburg,VA,23185
-8867403.744,4604213.621,30908,Bath - Highland Burnsville Volunteer Fire Department,8601 Muddy Run Road,Williamsville,VA,24487
-8857092.233,4607762.696,31596,Bath - Highland Volunteer Fire Department,11987 Cowpastureriver Road South,Williamsville,VA,24487
-8959121.059,4419719.426,30776,Floyd County Volunteer Fire Department 2,187 Firehouse Road Northwest,Willis,VA,24380
-8699820.835,4748978.383,29645,Winchester Fire and Rescue Department Station 1 Friendship Volunteer Fire Company,627 North Pleasant Valley Road,Winchester,VA,22601
-8696504.15,4745971.742,29648,Frederick County Fire and Rescue Department Station 18 - Greenwood Volunteer Fire and Rescue,809 Greenwood Road,Winchester,VA,22602
-8703038.323,4744757.502,29649,Winchester Fire and Rescue Department Station 4 Shawnee Volunteer Fire Company,2210 Valor Drive,Winchester,VA,22601
-8701687.718,4747343.852,29740,Winchester Fire and Rescue Department Station 5 South End Fire Company,17 West Monmouth Street,Winchester,VA,22601
-8711344.979,4760964.248,29824,Frederick County Fire and Rescue Department Station 16 - Gainesboro Volunteer Fire and Rescue,221 Gainesboro Road,Winchester,VA,22603
-8719767.306,4748991.576,29825,Frederick County Fire and Rescue Department Station 19 - North Mountain Volunteer Fire and Rescue,186 Rosenberger Lane,Winchester,VA,22602
-8700008.527,4743961.828,29827,Frederick County Fire and Rescue Department Station 21 - Millwood Volunteer Fire and Rescue,250 Costello Drive,Winchester,VA,22602
-8708736.896,4749183.861,29854,Frederick County Fire and Rescue Department Station 15 - Round Hill Community Volunteer Fire,769 Round Hill Road,Winchester,VA,22602
-8701559.101,4748085.986,30042,Winchester Fire and Rescue Department Station 2 Rouss Fire Company,3 South Braddock Street,Winchester,VA,22601
-8541799.691,4412049.794,29741,Windsor Volunteer Fire Department,80 East Windsor Boulevard,Windsor,VA,23487
-8884905.715,4453910.499,30857,Burnt Chimney Fire Department Company 9,7300 Booker T Washington Highway,Wirtz,VA,24184
-9192993.555,4435788.557,31633,Wise Volunteer Fire Department,307 Norton Road,Wise,VA,24293
-8600047.006,4673557.986,29844,Occoquan - Woodbridge - Lorton Volunteer Fire Department Station 2,1306 F Street,Woodbridge,VA,22191
-8602337.057,4669643.856,29896,Occoquan - Woodbridge - Lorton Volunteer Fire Department Station 12,2170 Montgomery Avenue,Woodbridge,VA,22191
-8606530.922,4677069.851,30149,Occoquan - Woodbridge - Lorton Volunteer Fire Department Station 14,12400 Hedges Run Road,Woodbridge,VA,22192
-8605506.049,4662606.249,30909,Dumfries - Triangle Volunteer Fire Department Station 23,16530 River Ridge Boulevard,Woodbridge,VA,22191
-8618827.692,4601097.595,29922,Caroline County Fire and Rescue / Upper Caroline Volunteer Fire Department Company 6,12563 Stonewall Jackson Road,Woodford,VA,22580
-8740780.864,4702826.46,30897,Shenandoah County Fire and Rescue Station 5 - Woodstock Volunteer Rescue Squad,132 West Reservoir Road,Woodstock,VA,22664
-8739285.765,4704796.452,31693,Shenandoah County Fire and Rescue Station 12 - Woodstock Volunteer Fire Department,121 West Court Street,Woodstock,VA,22664
-8936059.312,4409509.657,30948,Woolwine Volunteer Fire Department,9912 Woolwine Highway,Woolwine,VA,24185
-8749114.745,4416764.734,31770,Bacon District Volunteer Fire Department,2000 Barnesville Highway,Wylliesburg,VA,23976
-9026129.261,4431948.796,32894,Wytheville Fire Department,185 West Spring Street,Wytheville,VA,24382
-8512093.065,4461965.971,29553,York County Department of Fire and Life Safety Station 1 Grafton,5751 George Washington Memorial Highway,Yorktown,VA,23692
-8510353.019,4468462.196,29665,Giant Oil Company Yorktown Refinery Fire Department,2201 Goodwin Neck Road,Yorktown,VA,23692
-8525239.129,4469143.479,29759,Yorktown Naval Weapons Station Fire Department,Longfellow Road and Shupper Drive,Yorktown,VA,23691
-8517990.193,4470466.901,29890,York County Department of Fire and Life Safety Station 4 Yorktown,901 Goosley Road,Yorktown,VA,23690
