federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,role_played_by_owner_or_manager_in_facility,owner_type,owner_name,ownership_percentage,association_date,location,processing_date
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,MANAGING EMPLOYEE,Individual,"SHARON, ROBERT",NOT APPLICABLE,since 09/01/2020,"2125 HILLIARD ROAD,RICHMOND,VA,23228",8/1/22
495045,PROMEDICA SKILLED NURSING AND REHAB (RICHMOND),2125 HILLIARD ROAD,RICHMOND,VA,23228,MANAGING EMPLOYEE,Individual,"SHIPMAN, DEAN",NOT APPLICABLE,since 05/01/2016,"2125 HILLIARD ROAD,RICHMOND,VA,23228",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,BEDFORD SNF HOLDINGS LLC,100%,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,DELILAH 2626 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LION 26 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SABRINA 1818 HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SAESSY IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TATIRIQ IRREVOCABLE TRUST,NO PERCENTAGE PROVIDED,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TIMBERLAKE OPERATIONS HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,OPERATIONAL/MANAGERIAL CONTROL,Organization,HVH TIMBERLAKE MANAGEMENT LLC,NOT APPLICABLE,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,OFFICER,Individual,"DAS MUNSHI, UMA",NOT APPLICABLE,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495046,OAKWOOD HEALTH AND REHAB CENTER,1613 OAKWOOD STREET,BEDFORD,VA,24523,MANAGING EMPLOYEE,Individual,"WADE, JOYCE",NOT APPLICABLE,since 11/01/2021,"1613 OAKWOOD STREET,BEDFORD,VA,24523",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"ANDERSON, KATHLEEN",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"CALLOWAY, DONALD",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"CARTER, RICHARD",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"CLARK, CYRILLENE",NOT APPLICABLE,since 01/01/2013,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"CLARKE, DAVID",NOT APPLICABLE,since 01/01/2013,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"FORBES, DEBORAH",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"HANSEN, JANET",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"HIGGINS, WILMA",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"HIX, MARY",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"HUDSON, MELINDA",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"RANDOLPH, NANCY",NOT APPLICABLE,since 01/01/2013,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"REGNELL, TOM",NOT APPLICABLE,since 01/01/2014,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"ROBINSON, LINDSAY",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"SMITH, CHARLES",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"SULLIVAN, ROSEMARI",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"TEAGUE, S WESLEY",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"WALLACE, ROBERT",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"WEST, THOMAS",NOT APPLICABLE,since 01/01/2014,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,DIRECTOR,Individual,"WILCOX, MARTHA",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495057,GOODWIN HOUSE ALEXANDRIA,4800 FILLMORE AVE,ALEXANDRIA,VA,22311,MANAGING EMPLOYEE,Individual,"BALDWIN, HARRY",NOT APPLICABLE,since 01/01/2010,"4800 FILLMORE AVE,ALEXANDRIA,VA,22311",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"SHC LP HOLDINGS ,LLC",100%,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,JJLA LLC,NO PERCENTAGE PROVIDED,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,LPSNF LLC,NO PERCENTAGE PROVIDED,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WHEATEN LLC,NO PERCENTAGE PROVIDED,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SMEDRA, IRA",NO PERCENTAGE PROVIDED,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"STEIER III, ELMER",NO PERCENTAGE PROVIDED,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,OPERATIONAL/MANAGERIAL CONTROL,Individual,"ASCHENBECK, JAMES",NOT APPLICABLE,since 04/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,OPERATIONAL/MANAGERIAL CONTROL,Individual,"STEVENSON, BRIAN",NOT APPLICABLE,since 12/13/2021,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,OFFICER,Individual,"HARRISON, JOHN",NOT APPLICABLE,since 08/01/2014,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495068,SIGNATURE HEALTHCARE OF NORFOLK,1005 HAMPTON BLVD,NORFOLK,VA,23507,MANAGING EMPLOYEE,Individual,"STEVENSON, BRIAN",NOT APPLICABLE,since 12/13/2021,"1005 HAMPTON BLVD,NORFOLK,VA,23507",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"RIVERSIDE HEALTHCARE ASSOCIATION, INC.",NO PERCENTAGE PROVIDED,since 05/03/2010,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,OPERATIONAL/MANAGERIAL CONTROL,Individual,"MINTER, STEVEN",NOT APPLICABLE,since 08/16/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"ADAMS, STEVEN",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"BECKER, DELORIS",NOT APPLICABLE,since 01/24/2010,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"DOWNEY, WILLIAM",NOT APPLICABLE,since 06/01/2008,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"ELOFSON, FREDRICK",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"HAUSER, VICKI",NOT APPLICABLE,since 04/01/2010,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"HAYWOOD, BARBARA",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"HECKLER, EDWARD",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"HOUSER, JASON",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"JACOBS, SUSAN",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"LITTLEFIELD, NANCY",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"SMITH, CONWAY",NOT APPLICABLE,since 06/01/2008,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"SMITH, KIRBY",NOT APPLICABLE,since 06/01/2008,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,DIRECTOR,Individual,"ZEIDLER, JEANNE",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,OFFICER,Individual,"AUSTIN, WALTER",NOT APPLICABLE,since 07/02/2012,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,OFFICER,Individual,"DACEY, MICHAEL",NOT APPLICABLE,since 01/01/2019,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495071,THE GARDENS AT WARWICK FOREST,1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602,MANAGING EMPLOYEE,Individual,"BENJAMIN, LISA",NOT APPLICABLE,since 08/15/2016,"1000 OLD DENBEIGH BOULEVARD,NEWPORT NEWS,VA,23602",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"HCR IV HEALTHCARE, LLC",100%,since 12/21/2007,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"HCR HEALTHCARE, LLC",NO PERCENTAGE PROVIDED,since 12/21/2007,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"HCR II HEALTHCARE, LLC",NO PERCENTAGE PROVIDED,since 12/21/2007,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"HCR III HEALTHCARE, LLC",NO PERCENTAGE PROVIDED,since 12/21/2007,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"HCR MANORCARE, INC.",NO PERCENTAGE PROVIDED,since 07/26/2018,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"PROMEDICA HEALTH SYSTEM, INC",NO PERCENTAGE PROVIDED,since 07/26/2018,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OPERATIONAL/MANAGERIAL CONTROL,Organization,HCR MANOR CARE SERVICES LLC,NOT APPLICABLE,since 11/05/2007,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OPERATIONAL/MANAGERIAL CONTROL,Individual,"ALLEN, MARTIN",NOT APPLICABLE,since 09/22/2017,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,DIRECTOR,Individual,"ALLEN, MARTIN",NOT APPLICABLE,since 09/30/2012,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OFFICER,Individual,"HOOPS, KATHRYN",NOT APPLICABLE,since 12/31/2013,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OFFICER,Individual,"PILE, LUKE",NOT APPLICABLE,since 06/02/2019,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OFFICER,Individual,"ROBERTS, TIMOTHY",NOT APPLICABLE,since 08/31/2021,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OFFICER,Individual,"RODGERS, DAMIAN",NOT APPLICABLE,since 08/14/2020,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,OFFICER,Individual,"SYPE, ANDREA",NOT APPLICABLE,since 01/01/2021,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,MANAGING EMPLOYEE,Individual,"ROGERS, DELISA",NOT APPLICABLE,since 02/23/2015,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,MANAGING EMPLOYEE,Individual,"SHARON, ROBERT",NOT APPLICABLE,since 09/01/2020,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495077,PROMEDICA SKILLED NURSING AND REHAB (LYNCHBURG),2200 LANDOVER PLACE,LYNCHBURG,VA,24501,MANAGING EMPLOYEE,Individual,"SHIPMAN, DEAN",NOT APPLICABLE,since 05/01/2016,"2200 LANDOVER PLACE,LYNCHBURG,VA,24501",8/1/22
495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,OPERATIONAL/MANAGERIAL CONTROL,Individual,"LANDI, BRETT",NOT APPLICABLE,since 07/24/2014,"6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832",8/1/22
495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,DIRECTOR,Individual,"LANDI, BRETT",NOT APPLICABLE,since 07/24/2014,"6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832",8/1/22
495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,OFFICER,Individual,"KENDALL, DERRICK",NOT APPLICABLE,since 07/01/2016,"6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832",8/1/22
495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,OFFICER,Individual,"LANDI, BRETT",NOT APPLICABLE,since 07/24/2014,"6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832",8/1/22
495079,HEALTH CARE CENTER LUCY CORR,6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832,MANAGING EMPLOYEE,Individual,"LANDI, BRETT",NOT APPLICABLE,since 07/24/2014,"6800 LUCY CORR BLVD,CHESTERFIELD,VA,23832",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,BDSHEFFER LLC,20%,since 06/04/2004,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,DJ PETRINE LLC,51%,since 06/04/2004,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GOODALL, LURY",19%,since 06/04/2004,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"STALLARD, PATRICIA",10%,since 12/17/2004,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PETRINE, DEBORAH",23%,since 12/17/2004,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"PETRINE, JAMES",23%,since 06/04/2004,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SHEFFER, BRADY",20%,since 12/16/2005,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,OPERATIONAL/MANAGERIAL CONTROL,Organization,COMMONWEALTH CARE OF ROANOKE INC,NOT APPLICABLE,since 01/24/2005,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,OFFICER,Individual,"ALESANTRINO, JOE",NOT APPLICABLE,since 06/01/2019,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,OFFICER,Individual,"PETRINE, DEBORAH",NOT APPLICABLE,since 12/16/2005,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
495085,RIVER VIEW ON THE APPOMATTOX HEALTH & REHAB CENTER,201 EPPS STREET,HOPEWELL,VA,23860,OFFICER,Individual,"TUCKER, DAVID",NOT APPLICABLE,since 07/01/2007,"201 EPPS STREET,HOPEWELL,VA,23860",8/1/22
